Incident_ID,Timestamp,State,City,Industry,Organization,Attack_Type,Attack_Severity,Threat_Severity,Target_System,Security_Tools_Used,User_Role,Data_Compromised_GB,Attack_Duration_Min,Response_Time_Min,Financial_Loss_INR,Affected_Users,Mitigation_Method,Outcome,Reporting_Agency
8518,2025-11-24 14:38:22,Odisha,Bhubaneswar,IT Services,BSNL,SQL Injection,8,High,File Server,Palo Alto Cortex XDR,HR Executive,26.83,433,78,3114957,5652,Endpoint Isolation,Recovered,CERT-In
8519,2025-12-26 14:32:31,Odisha,Cuttack,Retail,Infosys,DDoS,10,High,Cloud Infrastructure,Microsoft Sentinel,Network Engineer,1.38,249,102,3989292,8407,Endpoint Isolation,Recovered,State Cyber Crime Cell
8520,2025-05-24 10:53:37,Odisha,Cuttack,IT Services,NIC,SQL Injection,3,Medium,ATM Network,Cisco Secure Endpoint,HR Executive,8.63,450,122,7602726,4429,Patch Applied,Contained,State Cyber Crime Cell
8521,2024-07-18 14:55:01,Gujarat,Vadodara,Government,Tech Mahindra,Insider Threat,7,High,ERP System,Splunk Enterprise Security,HR Executive,44.55,386,101,9379923,999,MFA Enabled,Contained,NCIIPC
8522,2024-11-06 03:55:17,Tamil Nadu,Coimbatore,IT Services,Wipro,Phishing,10,High,File Server,Fortinet FortiGate,Security Analyst,47.08,448,161,7165492,9678,Network Isolation,Recovered,Internal SOC
8523,2024-11-20 14:31:41,Kerala,Thiruvananthapuram,Retail,HDFC Bank,Data Breach,8,High,HRMS,Fortinet FortiGate,Security Analyst,45.8,641,275,2303799,2347,Network Isolation,Recovered,State Cyber Crime Cell
8524,2024-11-08 12:14:05,Maharashtra,Pune,Banking,Wipro,Ransomware,4,High,Email Server,CrowdStrike Falcon,Security Analyst,14.74,639,299,128581,3554,Threat Hunting,Mitigated,NCIIPC
8525,2025-12-02 05:50:25,Telangana,Hyderabad,Insurance,BSNL,Data Breach,3,Medium,ATM Network,IBM QRadar,Network Engineer,7.3,225,166,3580028,9150,Endpoint Isolation,Recovered,NCIIPC
8526,2025-06-06 01:48:26,Telangana,Karimnagar,Manufacturing,TCS,Malware,2,High,Email Server,Cisco Secure Endpoint,System Administrator,61.69,327,167,2087161,9239,Threat Hunting,Ongoing Investigation,NCIIPC
8527,2025-03-21 14:35:24,Telangana,Warangal,Insurance,HDFC Bank,DDoS,5,High,HRMS,Splunk Enterprise Security,Network Engineer,18.02,369,251,4844602,5326,Patch Applied,Ongoing Investigation,State Cyber Crime Cell
8528,2024-06-17 01:01:53,Gujarat,Vadodara,Banking,NIC,Credential Theft,8,High,Web Application,IBM QRadar,System Administrator,56.84,251,33,5421660,9008,Password Reset,Resolved,State Cyber Crime Cell
8529,2024-09-06 05:10:57,Karnataka,Mysuru,Healthcare,Apollo Hospitals,Credential Theft,5,High,ATM Network,CrowdStrike Falcon,Employee,66.29,552,145,8279445,786,Patch Applied,Resolved,NCIIPC
8530,2024-08-08 01:29:04,Kerala,Thiruvananthapuram,Healthcare,NIC,DDoS,7,High,File Server,Fortinet FortiGate,Database Administrator,11.73,296,46,4383051,7307,Endpoint Isolation,Ongoing Investigation,Internal SOC
8531,2025-10-05 10:33:56,Andhra Pradesh,Visakhapatnam,Energy,Apollo Hospitals,DDoS,10,High,VPN Gateway,Microsoft Sentinel,Employee,7.24,314,282,3425238,9392,Threat Hunting,Ongoing Investigation,CERT-In
8532,2024-03-11 21:53:55,Delhi,New Delhi,Education,Airtel,Credential Theft,7,High,ATM Network,CrowdStrike Falcon,Network Engineer,17.67,245,264,4857116,8734,Firewall Rules Updated,Resolved,State Cyber Crime Cell
8533,2024-12-01 22:28:54,Kerala,Kochi,Banking,BSNL,Business Email Compromise,8,High,Payment Gateway,Fortinet FortiGate,HR Executive,54.0,409,94,4764987,9255,MFA Enabled,Contained,State Cyber Crime Cell
8534,2024-03-11 22:10:02,Tamil Nadu,Salem,Energy,NIC,DDoS,10,High,VPN Gateway,Cisco Secure Endpoint,Employee,25.48,279,114,6735479,7897,Password Reset,Recovered,CERT-In
8535,2025-06-09 05:01:45,Maharashtra,Nagpur,Telecommunications,LIC,Ransomware,5,High,VPN Gateway,SentinelOne,Network Engineer,27.27,236,151,4433189,9849,Endpoint Isolation,Contained,NCIIPC
8536,2025-07-13 12:35:03,Kerala,Thiruvananthapuram,Healthcare,ICICI Bank,XSS,5,High,Payment Gateway,Splunk Enterprise Security,Network Engineer,38.24,10,197,9097196,8700,Firewall Rules Updated,Mitigated,NCIIPC
8537,2025-05-24 17:11:06,Karnataka,Mysuru,Education,BSNL,Ransomware,1,Medium,Database Server,Microsoft Defender XDR,Finance Manager,21.92,91,252,2332634,7952,Network Isolation,Ongoing Investigation,Internal SOC
8538,2024-12-30 12:13:01,Kerala,Thiruvananthapuram,Healthcare,ICICI Bank,Zero-Day Exploit,6,High,Web Application,IBM QRadar,Security Analyst,54.85,101,146,8402271,4976,Patch Applied,Ongoing Investigation,CERT-In
8539,2025-01-09 20:15:28,Karnataka,Mangaluru,Healthcare,SBI,SQL Injection,5,High,ATM Network,CrowdStrike Falcon,Database Administrator,53.95,57,181,7592438,6531,Backup Restored,Recovered,Internal SOC
8540,2025-06-20 05:06:14,Tamil Nadu,Coimbatore,Retail,HDFC Bank,Credential Theft,3,Medium,Payment Gateway,Splunk Enterprise Security,Network Engineer,68.53,420,40,5712793,3542,Password Reset,Mitigated,Internal SOC
8541,2024-02-24 07:43:20,West Bengal,Kolkata,Energy,ICICI Bank,Zero-Day Exploit,8,High,VPN Gateway,IBM QRadar,HR Executive,21.7,42,56,2738710,2991,Firewall Rules Updated,Ongoing Investigation,CERT-In
8542,2024-11-20 06:50:25,Andhra Pradesh,Tirupati,Manufacturing,LIC,Phishing,4,High,HRMS,Splunk Enterprise Security,HR Executive,60.19,448,222,3186349,5448,Patch Applied,Recovered,State Cyber Crime Cell
8543,2024-08-16 19:18:26,Odisha,Bhubaneswar,Telecommunications,Wipro,Business Email Compromise,8,High,HRMS,Microsoft Sentinel,Network Engineer,44.3,62,213,2028485,3292,Firewall Rules Updated,Contained,CERT-In
8544,2024-02-15 23:18:38,Odisha,Bhubaneswar,Energy,Wipro,DDoS,5,High,Web Application,Microsoft Defender XDR,Finance Manager,19.02,20,205,3468199,414,Backup Restored,Contained,State Cyber Crime Cell
8545,2024-09-02 05:32:53,Gujarat,Vadodara,Retail,Tech Mahindra,Malware,3,High,File Server,Splunk Enterprise Security,Security Analyst,34.76,228,135,7975835,2308,Firewall Rules Updated,Recovered,NCIIPC
8546,2025-08-18 00:20:33,Karnataka,Mangaluru,Banking,ICICI Bank,Malware,10,High,Web Application,CrowdStrike Falcon,HR Executive,12.08,247,60,7982612,9649,Network Isolation,Recovered,NCIIPC
8547,2024-07-04 21:25:22,Maharashtra,Mumbai,Insurance,ICICI Bank,Malware,10,High,HRMS,SentinelOne,HR Executive,47.01,430,152,9175299,7392,MFA Enabled,Mitigated,Internal SOC
8548,2024-04-22 20:52:14,Maharashtra,Nagpur,Retail,Infosys,Brute Force,10,High,VPN Gateway,Sophos Intercept X,Database Administrator,15.59,569,106,994858,4709,MFA Enabled,Contained,Internal SOC
8549,2025-06-28 22:19:04,Telangana,Karimnagar,Government,ICICI Bank,Phishing,6,High,Cloud Infrastructure,SentinelOne,System Administrator,67.82,520,140,5257697,4313,Network Isolation,Resolved,CERT-In
8550,2024-05-28 06:01:36,Delhi,New Delhi,Government,Tech Mahindra,Credential Theft,9,High,VPN Gateway,Sophos Intercept X,Network Engineer,48.98,92,214,1634364,8011,Patch Applied,Mitigated,CERT-In
8551,2024-10-30 05:02:33,Kerala,Thiruvananthapuram,Banking,Tech Mahindra,Credential Theft,2,Medium,Email Server,Microsoft Sentinel,HR Executive,67.31,649,32,3279568,5524,Network Isolation,Recovered,NCIIPC
8552,2024-07-12 11:48:53,Karnataka,Bengaluru,Insurance,Airtel,XSS,7,High,ERP System,IBM QRadar,HR Executive,26.09,161,79,9625306,3687,Patch Applied,Recovered,CERT-In
8553,2025-05-23 16:10:20,West Bengal,Siliguri,Healthcare,Airtel,Credential Theft,9,High,Database Server,CrowdStrike Falcon,Finance Manager,9.72,706,36,7591911,847,Firewall Rules Updated,Mitigated,Internal SOC
8554,2024-08-31 18:51:00,Delhi,New Delhi,IT Services,BSNL,Business Email Compromise,2,Medium,Web Application,SentinelOne,Security Analyst,33.2,304,69,1214082,9086,Backup Restored,Contained,CERT-In
8555,2025-03-11 04:51:02,Delhi,New Delhi,Education,Reliance Retail,DDoS,6,High,Email Server,Microsoft Defender XDR,Network Engineer,0.64,504,291,4723495,4622,Backup Restored,Resolved,CERT-In
8556,2024-09-22 04:26:44,Karnataka,Mysuru,Banking,TCS,Phishing,10,High,File Server,SentinelOne,Employee,68.15,603,179,5776603,6584,Firewall Rules Updated,Resolved,NCIIPC
8557,2025-06-27 09:25:35,Gujarat,Ahmedabad,Education,NPCI,Credential Theft,1,Medium,File Server,SentinelOne,Database Administrator,44.46,330,203,6800958,1384,Backup Restored,Contained,Internal SOC
8558,2024-08-27 13:22:56,Kerala,Thiruvananthapuram,Education,Infosys,Zero-Day Exploit,10,High,Database Server,IBM QRadar,Finance Manager,51.77,460,191,4425771,196,Password Reset,Mitigated,State Cyber Crime Cell
8559,2024-11-11 14:08:06,West Bengal,Siliguri,Telecommunications,HDFC Bank,XSS,7,High,HRMS,CrowdStrike Falcon,HR Executive,47.5,515,157,2951570,6835,MFA Enabled,Mitigated,CERT-In
8560,2024-03-13 18:08:24,Telangana,Hyderabad,IT Services,Apollo Hospitals,Credential Theft,1,Medium,ATM Network,SentinelOne,Employee,14.44,548,261,4904489,7300,Password Reset,Ongoing Investigation,NCIIPC
8561,2025-07-28 09:49:44,Andhra Pradesh,Vijayawada,Manufacturing,BSNL,DDoS,3,Medium,Cloud Infrastructure,Microsoft Sentinel,Finance Manager,13.82,669,56,5899917,3555,MFA Enabled,Ongoing Investigation,State Cyber Crime Cell
8562,2024-08-10 19:30:12,Karnataka,Bengaluru,Government,NPCI,Malware,7,High,HRMS,Cisco Secure Endpoint,Employee,61.96,333,248,5288818,644,Threat Hunting,Recovered,NCIIPC
8563,2024-06-18 15:48:59,West Bengal,Siliguri,Energy,HDFC Bank,DDoS,7,High,Email Server,IBM QRadar,System Administrator,39.46,155,193,6059157,7069,Backup Restored,Ongoing Investigation,CERT-In
8564,2025-10-19 16:51:50,Tamil Nadu,Madurai,Retail,Wipro,Data Breach,9,High,Cloud Infrastructure,Fortinet FortiGate,Finance Manager,67.75,614,54,9424104,6746,Patch Applied,Recovered,CERT-In
8565,2024-05-31 18:23:21,Telangana,Karimnagar,Healthcare,SBI,Malware,3,Medium,VPN Gateway,Cisco Secure Endpoint,Security Analyst,37.97,115,112,1261485,8891,Patch Applied,Recovered,CERT-In
8566,2024-06-10 11:37:48,Delhi,New Delhi,Education,NPCI,Business Email Compromise,8,High,Cloud Infrastructure,Fortinet FortiGate,Network Engineer,10.79,37,199,7329437,1316,Firewall Rules Updated,Ongoing Investigation,Internal SOC
8567,2025-10-16 09:28:41,Karnataka,Hubballi,Banking,Airtel,Zero-Day Exploit,8,High,Cloud Infrastructure,Sophos Intercept X,Database Administrator,52.24,648,189,178489,9021,Network Isolation,Ongoing Investigation,NCIIPC
8568,2025-06-09 08:10:23,Gujarat,Surat,Retail,ICICI Bank,Data Breach,7,High,Web Application,SentinelOne,Security Analyst,49.12,228,26,7453096,4626,Password Reset,Mitigated,Internal SOC
8569,2024-06-05 18:42:30,Gujarat,Ahmedabad,Retail,LIC,Zero-Day Exploit,5,High,Cloud Infrastructure,Microsoft Sentinel,HR Executive,23.37,508,69,2832666,9721,Endpoint Isolation,Recovered,NCIIPC
8570,2024-09-20 06:51:02,Kerala,Thiruvananthapuram,Telecommunications,SBI,Ransomware,2,High,HRMS,IBM QRadar,System Administrator,46.32,620,152,3893992,9467,Threat Hunting,Resolved,Internal SOC
8571,2025-03-06 03:10:56,Delhi,New Delhi,Retail,LIC,XSS,2,Medium,ATM Network,Cisco Secure Endpoint,Database Administrator,21.48,193,135,1016119,7632,Threat Hunting,Resolved,Internal SOC
8572,2024-07-22 15:42:28,West Bengal,Kolkata,Healthcare,NIC,Brute Force,2,Medium,Database Server,Splunk Enterprise Security,Security Analyst,14.3,155,139,5613785,5930,Patch Applied,Mitigated,CERT-In
8573,2025-06-14 13:49:35,Karnataka,Bengaluru,Manufacturing,ICICI Bank,Brute Force,7,High,Web Application,Palo Alto Cortex XDR,HR Executive,6.56,49,110,4889897,9506,Password Reset,Contained,Internal SOC
8574,2025-12-26 16:17:12,Andhra Pradesh,Visakhapatnam,Healthcare,Apollo Hospitals,DDoS,4,High,File Server,IBM QRadar,Network Engineer,56.99,123,78,4053282,7895,Patch Applied,Resolved,State Cyber Crime Cell
8575,2024-12-18 04:50:55,Tamil Nadu,Madurai,Insurance,TCS,DDoS,1,Medium,ATM Network,Cisco Secure Endpoint,Database Administrator,68.63,607,72,4535354,9056,Backup Restored,Ongoing Investigation,State Cyber Crime Cell
8576,2024-11-12 19:00:10,Delhi,New Delhi,Retail,LIC,DDoS,7,High,Payment Gateway,Cisco Secure Endpoint,Network Engineer,69.43,412,31,8710345,9392,Firewall Rules Updated,Ongoing Investigation,CERT-In
8577,2024-07-11 19:17:25,Gujarat,Vadodara,IT Services,ICICI Bank,DDoS,10,High,ERP System,Sophos Intercept X,System Administrator,34.32,405,111,8748607,3368,Endpoint Isolation,Mitigated,State Cyber Crime Cell
8578,2024-01-31 20:26:49,Andhra Pradesh,Tirupati,Manufacturing,ICICI Bank,Brute Force,5,High,Cloud Infrastructure,Sophos Intercept X,Database Administrator,68.11,556,300,6383397,7059,Password Reset,Recovered,CERT-In
8579,2025-03-09 13:11:22,Karnataka,Bengaluru,IT Services,NPCI,XSS,4,High,ATM Network,Cisco Secure Endpoint,HR Executive,28.32,245,196,3191479,421,Threat Hunting,Contained,State Cyber Crime Cell
8580,2025-03-28 12:47:26,West Bengal,Siliguri,Insurance,BSNL,Data Breach,1,Medium,ATM Network,Palo Alto Cortex XDR,Security Analyst,57.43,297,135,8993258,5704,Firewall Rules Updated,Recovered,NCIIPC
8581,2024-12-05 09:47:42,Delhi,New Delhi,Banking,NPCI,Insider Threat,4,High,Email Server,Sophos Intercept X,Finance Manager,43.66,603,285,1105009,454,Firewall Rules Updated,Recovered,NCIIPC
8582,2025-08-22 08:20:41,Maharashtra,Nagpur,Education,NPCI,SQL Injection,5,High,File Server,Palo Alto Cortex XDR,HR Executive,18.99,495,211,5885126,3612,MFA Enabled,Resolved,NCIIPC
8583,2024-11-12 20:38:26,Andhra Pradesh,Kakinada,Healthcare,Wipro,Zero-Day Exploit,2,High,File Server,Palo Alto Cortex XDR,HR Executive,55.62,343,209,6312643,2125,Endpoint Isolation,Contained,Internal SOC
8584,2025-07-18 07:30:36,Andhra Pradesh,Visakhapatnam,Education,SBI,Malware,10,High,Payment Gateway,Microsoft Sentinel,Security Analyst,41.39,453,270,3714424,799,Firewall Rules Updated,Contained,CERT-In
8585,2025-06-22 19:28:54,West Bengal,Kolkata,Education,Wipro,Business Email Compromise,7,High,HRMS,Microsoft Defender XDR,HR Executive,66.03,327,135,677312,7962,Threat Hunting,Recovered,NCIIPC
8586,2025-08-08 00:11:06,Andhra Pradesh,Kakinada,Energy,ICICI Bank,SQL Injection,6,High,Web Application,Microsoft Defender XDR,Security Analyst,23.37,435,100,2711405,4283,Password Reset,Resolved,State Cyber Crime Cell
8587,2024-03-05 08:15:05,Odisha,Cuttack,Manufacturing,Wipro,Business Email Compromise,7,High,Database Server,IBM QRadar,Employee,7.89,213,64,4810502,5712,Endpoint Isolation,Recovered,State Cyber Crime Cell
8588,2025-07-08 05:07:55,West Bengal,Kolkata,Education,ICICI Bank,XSS,9,High,File Server,Microsoft Sentinel,Network Engineer,25.73,342,92,5957822,2987,Password Reset,Resolved,NCIIPC
8589,2025-06-22 15:42:43,Gujarat,Surat,Manufacturing,Wipro,Zero-Day Exploit,2,Medium,Payment Gateway,Cisco Secure Endpoint,Employee,57.18,625,59,8719655,503,Backup Restored,Contained,State Cyber Crime Cell
8590,2025-04-15 02:45:53,Gujarat,Ahmedabad,Government,Tech Mahindra,Business Email Compromise,4,High,Database Server,IBM QRadar,Network Engineer,40.02,354,31,2131918,3248,Patch Applied,Mitigated,Internal SOC
8591,2025-08-02 21:30:33,Maharashtra,Nashik,Manufacturing,BSNL,Brute Force,3,Medium,HRMS,Microsoft Sentinel,Finance Manager,50.13,145,63,9278600,3802,MFA Enabled,Recovered,CERT-In
8592,2025-10-05 04:56:38,Gujarat,Surat,Banking,Airtel,SQL Injection,4,Medium,Web Application,Palo Alto Cortex XDR,Network Engineer,54.02,117,25,3991464,7134,Backup Restored,Recovered,State Cyber Crime Cell
8593,2025-01-10 17:15:11,Karnataka,Hubballi,Energy,HDFC Bank,Phishing,8,High,HRMS,Fortinet FortiGate,Network Engineer,37.01,263,131,3787070,4124,Password Reset,Ongoing Investigation,CERT-In
8594,2025-03-16 03:11:07,Andhra Pradesh,Visakhapatnam,Manufacturing,HDFC Bank,Zero-Day Exploit,8,High,ATM Network,Palo Alto Cortex XDR,Network Engineer,55.63,75,284,8661565,8330,Patch Applied,Mitigated,Internal SOC
8595,2025-04-04 19:56:02,Tamil Nadu,Madurai,Banking,ICICI Bank,Phishing,3,Medium,ATM Network,SentinelOne,Network Engineer,67.12,74,11,9716655,7967,Endpoint Isolation,Contained,NCIIPC
8596,2025-01-05 08:12:02,Telangana,Nizamabad,Insurance,Apollo Hospitals,DDoS,8,High,Cloud Infrastructure,Fortinet FortiGate,System Administrator,18.17,261,215,9048944,6827,MFA Enabled,Ongoing Investigation,Internal SOC
8597,2024-07-30 10:22:24,West Bengal,Siliguri,Government,BSNL,Zero-Day Exploit,10,High,Cloud Infrastructure,Splunk Enterprise Security,HR Executive,12.05,455,111,9631268,8525,Backup Restored,Ongoing Investigation,State Cyber Crime Cell
8598,2025-04-22 20:29:24,Andhra Pradesh,Kakinada,Telecommunications,BSNL,Credential Theft,7,High,VPN Gateway,Microsoft Sentinel,Employee,37.86,562,300,7398193,5513,Patch Applied,Contained,CERT-In
8599,2025-07-22 11:29:03,Tamil Nadu,Salem,Healthcare,LIC,XSS,6,High,VPN Gateway,Microsoft Defender XDR,Finance Manager,64.28,438,201,7594090,7680,Threat Hunting,Contained,NCIIPC
8600,2024-10-19 06:33:33,Maharashtra,Mumbai,IT Services,Tech Mahindra,Business Email Compromise,9,High,Database Server,CrowdStrike Falcon,Database Administrator,45.24,214,93,6864988,9299,Backup Restored,Ongoing Investigation,NCIIPC
8601,2024-10-11 06:45:58,Tamil Nadu,Coimbatore,IT Services,Airtel,DDoS,5,High,ERP System,Microsoft Defender XDR,Network Engineer,60.23,629,252,1357663,299,MFA Enabled,Contained,CERT-In
8602,2025-07-17 12:46:21,West Bengal,Siliguri,Government,SBI,Zero-Day Exploit,6,High,Database Server,Sophos Intercept X,Security Analyst,22.67,211,53,286680,9429,MFA Enabled,Contained,State Cyber Crime Cell
8603,2025-02-01 22:39:00,Gujarat,Vadodara,Energy,NPCI,Data Breach,9,High,File Server,CrowdStrike Falcon,Finance Manager,57.13,493,117,4571987,1996,MFA Enabled,Resolved,CERT-In
8604,2024-02-14 12:13:01,Tamil Nadu,Chennai,Healthcare,SBI,Phishing,10,High,Cloud Infrastructure,Sophos Intercept X,Security Analyst,22.63,212,186,5185408,2339,Endpoint Isolation,Resolved,CERT-In
8605,2024-11-02 03:58:10,Karnataka,Mangaluru,Retail,TCS,Zero-Day Exploit,9,High,Email Server,Microsoft Defender XDR,Employee,0.56,170,110,5955701,1142,Endpoint Isolation,Resolved,CERT-In
8606,2024-08-14 06:56:19,West Bengal,Siliguri,Retail,SBI,Insider Threat,6,High,Database Server,CrowdStrike Falcon,Employee,67.13,524,108,3558765,8406,Backup Restored,Recovered,Internal SOC
8607,2024-01-10 03:07:52,Delhi,New Delhi,Retail,Reliance Retail,SQL Injection,3,Medium,ATM Network,Splunk Enterprise Security,Network Engineer,67.73,95,273,8470115,2430,Endpoint Isolation,Ongoing Investigation,NCIIPC
8608,2025-05-16 22:48:12,Maharashtra,Nagpur,Retail,Airtel,DDoS,3,Medium,Web Application,Microsoft Sentinel,System Administrator,8.19,209,17,7564444,5635,Threat Hunting,Contained,State Cyber Crime Cell
8609,2025-04-12 15:13:33,Odisha,Bhubaneswar,Government,Tech Mahindra,DDoS,8,High,Payment Gateway,Fortinet FortiGate,Network Engineer,24.48,52,273,1985681,5891,Password Reset,Resolved,CERT-In
8610,2024-03-28 14:34:03,Odisha,Bhubaneswar,Education,Reliance Retail,SQL Injection,8,High,Email Server,Cisco Secure Endpoint,Employee,38.39,310,150,6507187,6591,Network Isolation,Contained,State Cyber Crime Cell
8611,2025-11-12 16:16:32,Maharashtra,Nagpur,Healthcare,SBI,XSS,5,High,Email Server,Microsoft Defender XDR,Security Analyst,34.76,604,63,2141223,2380,Network Isolation,Resolved,State Cyber Crime Cell
8612,2025-08-20 06:29:46,Telangana,Hyderabad,IT Services,ICICI Bank,Ransomware,4,High,ATM Network,SentinelOne,Network Engineer,45.5,509,226,2812714,4511,Firewall Rules Updated,Mitigated,State Cyber Crime Cell
8613,2025-01-29 12:26:02,Karnataka,Hubballi,IT Services,Infosys,Insider Threat,3,High,ERP System,Sophos Intercept X,Security Analyst,52.96,551,140,1710815,2696,Backup Restored,Resolved,State Cyber Crime Cell
8614,2025-01-07 20:38:18,Kerala,Kochi,Energy,Airtel,Brute Force,9,High,Email Server,Splunk Enterprise Security,Employee,30.36,179,60,4230084,8271,Backup Restored,Contained,State Cyber Crime Cell
8615,2025-01-10 05:40:04,Delhi,New Delhi,Telecommunications,Tech Mahindra,XSS,7,High,Email Server,Splunk Enterprise Security,Security Analyst,4.7,344,34,4452604,8391,MFA Enabled,Recovered,State Cyber Crime Cell
8616,2024-05-06 21:18:47,Delhi,New Delhi,Manufacturing,LIC,Insider Threat,2,Medium,ATM Network,Sophos Intercept X,Employee,27.5,551,114,4790906,781,Backup Restored,Contained,NCIIPC
8617,2025-09-04 07:35:57,Gujarat,Surat,Healthcare,TCS,Data Breach,7,High,File Server,Palo Alto Cortex XDR,System Administrator,19.28,614,15,2540213,9391,Network Isolation,Resolved,CERT-In
8618,2024-11-10 08:55:00,Tamil Nadu,Chennai,Manufacturing,Tech Mahindra,Malware,10,High,Payment Gateway,Cisco Secure Endpoint,System Administrator,10.35,40,108,4107191,6580,Backup Restored,Ongoing Investigation,State Cyber Crime Cell
8619,2025-08-19 05:12:54,West Bengal,Kolkata,Education,Infosys,Ransomware,6,High,File Server,CrowdStrike Falcon,Network Engineer,26.26,114,134,4212706,7817,Patch Applied,Resolved,NCIIPC
