Incident_ID,Timestamp,State,City,Industry,Organization,Attack_Type,Attack_Severity,Threat_Severity,Target_System,Security_Tools_Used,User_Role,Data_Compromised_GB,Attack_Duration_Min,Response_Time_Min,Financial_Loss_INR,Affected_Users,Mitigation_Method,Outcome,Reporting_Agency,Severity_Norm,Loss_Norm,Data_Norm,Users_Norm,Response_Norm,TSI_Score
8826,2025-12-16 22:42:24,Gujarat,Ahmedabad,Energy,NPCI,Credential Theft,4,Medium,ATM Network,Fortinet FortiGate,Database Administrator,7.51,145,280,2556010,8471,Backup Restored,Mitigated,Internal SOC,0.4,0.2518444617500586,0.09772727272727273,0.8470082049229538,0.9322033898305084,0.4
8827,2025-06-03 08:45:18,Kerala,Kochi,Healthcare,NIC,Business Email Compromise,5,High,Database Server,Cisco Secure Endpoint,HR Executive,63.09,203,9,9673909,8621,Backup Restored,Recovered,NCIIPC,0.5,0.967265553041015,0.8407754010695188,0.8620172103261957,0.013559322033898305,0.67
8828,2024-09-27 15:48:27,West Bengal,Siliguri,Government,LIC,Data Breach,8,High,ERP System,IBM QRadar,Finance Manager,46.26,38,27,6922317,7632,Firewall Rules Updated,Recovered,CERT-In,0.8,0.6907026302701994,0.6157754010695187,0.7630578347008204,0.07457627118644068,0.66
8829,2024-03-01 21:28:44,Karnataka,Hubballi,Insurance,Tech Mahindra,DDoS,6,High,Web Application,Microsoft Sentinel,Security Analyst,16.21,703,98,4268510,4622,Endpoint Isolation,Recovered,NCIIPC,0.6,0.4239680924500394,0.21403743315508025,0.46187712627576544,0.3152542372881356,0.44
8830,2024-12-22 22:00:18,Gujarat,Ahmedabad,Telecommunications,ICICI Bank,Zero-Day Exploit,8,High,Cloud Infrastructure,IBM QRadar,Database Administrator,1.65,111,169,7346252,3518,Patch Applied,Contained,CERT-In,0.8,0.7333124004195696,0.019385026737967916,0.3514108465079047,0.5559322033898305,0.56
8831,2025-05-30 17:06:39,Kerala,Kochi,IT Services,NIC,Ransomware,8,High,File Server,Palo Alto Cortex XDR,Employee,4.98,536,256,3676791,8726,Patch Applied,Recovered,Internal SOC,0.8,0.36449432740819304,0.06390374331550802,0.8725235141084651,0.8508474576271187,0.56
8832,2025-12-18 10:12:09,Delhi,New Delhi,Manufacturing,HDFC Bank,Brute Force,10,High,File Server,Microsoft Sentinel,Finance Manager,55.25,96,102,9711840,4798,Firewall Rules Updated,Ongoing Investigation,Internal SOC,1.0,0.9710780035146389,0.7359625668449198,0.47948769261556934,0.3288135593220339,0.82
8833,2024-09-30 13:58:31,Gujarat,Surat,Healthcare,Reliance Retail,Brute Force,7,High,Database Server,Palo Alto Cortex XDR,HR Executive,44.03,49,219,8897381,4312,Password Reset,Resolved,NCIIPC,0.7,0.8892166078146239,0.5859625668449198,0.4308585151090654,0.7254237288135593,0.7
8834,2024-12-11 14:41:04,Karnataka,Mangaluru,Healthcare,ICICI Bank,Malware,3,Medium,File Server,Palo Alto Cortex XDR,Employee,63.78,187,94,9549962,7139,Endpoint Isolation,Contained,CERT-In,0.3,0.9548076215640103,0.85,0.7137282369421653,0.3016949152542373,0.62
8835,2024-01-27 07:19:32,Maharashtra,Nashik,Education,ICICI Bank,Ransomware,6,High,Payment Gateway,SentinelOne,System Administrator,5.94,478,189,6160859,6699,Threat Hunting,Resolved,NCIIPC,0.6,0.6141683729939682,0.07673796791443852,0.6697018210926556,0.6237288135593221,0.51
8836,2024-04-15 11:21:53,Maharashtra,Mumbai,Education,NPCI,Credential Theft,2,Medium,ATM Network,Microsoft Sentinel,Database Administrator,51.34,51,199,5139215,972,Patch Applied,Recovered,State Cyber Crime Cell,0.2,0.5114827820083616,0.6836898395721925,0.09665799479687813,0.6576271186440678,0.41
8837,2024-09-15 23:59:45,Delhi,New Delhi,Telecommunications,Airtel,Ransomware,9,High,Web Application,Fortinet FortiGate,Finance Manager,1.92,193,154,6492773,3505,Backup Restored,Recovered,NCIIPC,0.9,0.6475290986933279,0.022994652406417113,0.3501100660396238,0.5050847457627119,0.57
8838,2024-10-24 11:55:49,Gujarat,Ahmedabad,Retail,Infosys,Ransomware,5,High,Payment Gateway,CrowdStrike Falcon,Finance Manager,25.77,255,127,1128179,6896,Firewall Rules Updated,Mitigated,NCIIPC,0.5,0.10833295474510425,0.34184491978609627,0.6894136481889134,0.4135593220338983,0.38
8839,2025-09-27 03:22:26,Odisha,Cuttack,Education,Apollo Hospitals,Phishing,2,Medium,HRMS,Fortinet FortiGate,Employee,36.01,593,66,7058631,1717,Password Reset,Recovered,CERT-In,0.2,0.7044035707637686,0.47874331550802135,0.17120272163297978,0.20677966101694914,0.38
8840,2024-05-20 03:16:00,West Bengal,Kolkata,Education,BSNL,SQL Injection,9,High,Web Application,Splunk Enterprise Security,HR Executive,55.0,186,127,3142526,9526,Backup Restored,Ongoing Investigation,NCIIPC,0.9,0.310795272485025,0.732620320855615,0.9525715429257554,0.4135593220338983,0.68
8841,2024-09-04 14:10:49,Karnataka,Hubballi,Banking,TCS,SQL Injection,7,High,ERP System,Palo Alto Cortex XDR,System Administrator,9.56,685,298,5299268,1840,Firewall Rules Updated,Ongoing Investigation,CERT-In,0.7,0.5275697329364925,0.1251336898395722,0.18351010606363818,0.9932203389830508,0.52
8842,2025-11-11 13:52:52,Tamil Nadu,Chennai,Insurance,NPCI,Insider Threat,8,High,Database Server,Fortinet FortiGate,Network Engineer,61.45,152,255,886033,4930,MFA Enabled,Resolved,CERT-In,0.8,0.08399482412935093,0.8188502673796791,0.4926956173704223,0.847457627118644,0.6
8843,2024-02-01 11:46:02,Telangana,Warangal,Government,NPCI,Brute Force,1,Medium,ATM Network,Cisco Secure Endpoint,Security Analyst,48.0,340,246,4989684,6734,MFA Enabled,Mitigated,CERT-In,0.1,0.49645339887131124,0.6390374331550802,0.6732039223534121,0.8169491525423729,0.44
8844,2025-03-18 17:07:22,Gujarat,Vadodara,Manufacturing,Reliance Retail,Business Email Compromise,6,High,Email Server,Cisco Secure Endpoint,Finance Manager,32.71,346,103,7052751,3732,MFA Enabled,Mitigated,Internal SOC,0.6,0.7038125710858031,0.43462566844919787,0.37282369421652994,0.33220338983050846,0.54
8845,2024-04-19 00:03:32,Maharashtra,Pune,Insurance,SBI,Malware,3,High,ERP System,Fortinet FortiGate,System Administrator,68.78,639,210,2606870,517,Password Reset,Ongoing Investigation,State Cyber Crime Cell,0.3,0.25695640794416136,0.9168449197860963,0.051130678407044224,0.6949152542372882,0.43
8846,2025-08-26 20:56:31,West Bengal,Siliguri,Banking,HDFC Bank,SQL Injection,4,High,ATM Network,Palo Alto Cortex XDR,Employee,30.7,327,217,6105009,7900,Password Reset,Resolved,NCIIPC,0.4,0.6085548811547893,0.4077540106951872,0.7898739243546128,0.7186440677966102,0.52
8847,2024-02-27 13:09:38,Odisha,Cuttack,Government,HDFC Bank,DDoS,3,Medium,File Server,Microsoft Sentinel,Security Analyst,29.28,611,22,3283791,3522,Password Reset,Mitigated,NCIIPC,0.3,0.32499383872784704,0.38877005347593585,0.3518110866519912,0.0576271186440678,0.3
8848,2024-02-04 17:31:17,Delhi,New Delhi,Healthcare,Infosys,Brute Force,5,High,VPN Gateway,SentinelOne,Employee,66.81,257,57,3115985,801,Password Reset,Mitigated,Internal SOC,0.5,0.3081276326120859,0.8905080213903743,0.0795477286371823,0.17627118644067796,0.46
8849,2025-01-08 12:15:18,Gujarat,Ahmedabad,Insurance,TCS,Credential Theft,8,High,HRMS,Microsoft Defender XDR,Employee,69.04,17,183,541943,4206,Firewall Rules Updated,Recovered,NCIIPC,0.8,0.049410286851945734,0.9203208556149733,0.4202521512907745,0.6033898305084746,0.58
8850,2025-11-18 08:36:33,West Bengal,Kolkata,Retail,HDFC Bank,Brute Force,1,Medium,HRMS,Fortinet FortiGate,HR Executive,14.88,79,251,7502996,8621,Network Isolation,Recovered,NCIIPC,0.1,0.7490667632636209,0.19625668449197864,0.8620172103261957,0.8338983050847457,0.43
8851,2025-02-24 17:38:01,Gujarat,Ahmedabad,Manufacturing,ICICI Bank,Zero-Day Exploit,7,High,HRMS,Fortinet FortiGate,Finance Manager,24.32,56,212,1263679,2433,Backup Restored,Resolved,CERT-In,0.7,0.12195207997713194,0.3224598930481284,0.24284570742445466,0.7016949152542373,0.43
8852,2024-02-20 19:46:15,Delhi,New Delhi,Education,HDFC Bank,Insider Threat,5,High,ATM Network,Sophos Intercept X,Employee,5.36,503,161,4677572,6563,MFA Enabled,Mitigated,Internal SOC,0.5,0.46508297514866453,0.06898395721925134,0.6560936561937162,0.5288135593220339,0.42
8853,2024-10-27 09:52:18,Andhra Pradesh,Visakhapatnam,Healthcare,ICICI Bank,XSS,2,Medium,VPN Gateway,Palo Alto Cortex XDR,Database Administrator,59.46,216,274,941868,6564,Network Isolation,Mitigated,State Cyber Crime Cell,0.2,0.08960680831629016,0.7922459893048128,0.6561937162297379,0.911864406779661,0.41
8854,2025-01-29 08:32:35,Telangana,Karimnagar,Banking,TCS,Insider Threat,10,High,VPN Gateway,Palo Alto Cortex XDR,Employee,27.8,320,163,4737774,7622,Network Isolation,Ongoing Investigation,NCIIPC,1.0,0.4711338871576574,0.36898395721925137,0.7620572343406044,0.535593220338983,0.67
8855,2025-11-16 11:55:17,Kerala,Thiruvananthapuram,Manufacturing,SBI,Insider Threat,9,High,ERP System,Microsoft Defender XDR,Database Administrator,72.26,351,294,9917484,8292,MFA Enabled,Resolved,Internal SOC,0.9,0.9917473126601378,0.9633689839572194,0.8290974584750851,0.9796610169491525,0.94
8856,2025-06-21 12:32:09,Gujarat,Surat,Retail,BSNL,SQL Injection,10,High,ERP System,Microsoft Defender XDR,Database Administrator,28.65,160,57,7838032,1465,Backup Restored,Ongoing Investigation,CERT-In,1.0,0.7827412816491384,0.3803475935828877,0.1459875925555333,0.17627118644067796,0.65
8857,2024-05-10 18:28:55,Maharashtra,Mumbai,Education,Infosys,Ransomware,3,High,Web Application,Cisco Secure Endpoint,Security Analyst,52.79,280,279,7691588,1934,Threat Hunting,Contained,CERT-In,0.3,0.7680221733430198,0.7030748663101604,0.1929157494496698,0.9288135593220339,0.55
8858,2025-01-23 06:16:37,Kerala,Thiruvananthapuram,IT Services,Apollo Hospitals,Zero-Day Exploit,9,High,Database Server,IBM QRadar,HR Executive,58.07,536,224,4559326,3298,Patch Applied,Mitigated,State Cyber Crime Cell,0.9,0.4531980520328982,0.7736631016042781,0.3293976385831499,0.7423728813559322,0.69
8859,2024-09-21 03:31:33,Delhi,New Delhi,Healthcare,Tech Mahindra,Phishing,6,High,ATM Network,Palo Alto Cortex XDR,Employee,16.14,479,100,8661690,8305,Backup Restored,Contained,NCIIPC,0.6,0.8655272702126915,0.2131016042780749,0.8303982389433661,0.3220338983050847,0.58
8860,2024-09-21 11:35:30,West Bengal,Siliguri,Banking,HDFC Bank,XSS,10,High,Cloud Infrastructure,Microsoft Defender XDR,Finance Manager,23.79,376,94,4074337,3169,Network Isolation,Resolved,Internal SOC,1.0,0.4044517352273198,0.31537433155080213,0.31648989393636184,0.3016949152542373,0.58
8861,2024-01-09 13:07:35,Gujarat,Vadodara,Education,ICICI Bank,Data Breach,9,High,Database Server,Microsoft Defender XDR,Security Analyst,64.0,48,186,7727921,7812,MFA Enabled,Resolved,CERT-In,0.9,0.7716740085980403,0.8529411764705882,0.7810686411847109,0.6135593220338983,0.82
8862,2024-07-02 05:37:12,Tamil Nadu,Madurai,Manufacturing,LIC,Zero-Day Exploit,8,High,ERP System,Fortinet FortiGate,System Administrator,54.17,239,205,442147,301,Password Reset,Ongoing Investigation,Internal SOC,0.8,0.03937977599102002,0.721524064171123,0.029517710626375825,0.6779661016949152,0.5
8863,2024-12-17 23:08:48,Kerala,Kochi,Education,Apollo Hospitals,Data Breach,10,High,Payment Gateway,IBM QRadar,System Administrator,60.35,307,80,1548396,7226,MFA Enabled,Mitigated,NCIIPC,1.0,0.15056902815932546,0.804144385026738,0.7224334600760456,0.2542372881355932,0.65
8864,2024-07-29 09:15:56,Odisha,Bhubaneswar,Energy,SBI,Zero-Day Exploit,4,High,Payment Gateway,Cisco Secure Endpoint,Database Administrator,43.23,159,154,4462719,9481,Password Reset,Recovered,Internal SOC,0.4,0.44348806803813434,0.5752673796791443,0.9480688413047829,0.5050847457627119,0.51
8865,2025-06-03 04:52:00,Telangana,Karimnagar,Education,Airtel,Ransomware,7,High,ATM Network,Cisco Secure Endpoint,HR Executive,8.26,576,273,7102177,3982,MFA Enabled,Contained,Internal SOC,0.7,0.7087803857257898,0.10775401069518718,0.39783870322193315,0.9084745762711864,0.57
8866,2024-04-13 08:37:20,West Bengal,Siliguri,Manufacturing,Airtel,Ransomware,6,High,Email Server,SentinelOne,Employee,36.44,269,201,6678209,1786,MFA Enabled,Contained,Internal SOC,0.6,0.6661672987414923,0.4844919786096256,0.17810686411847107,0.6644067796610169,0.56
8867,2025-02-07 10:30:20,Telangana,Hyderabad,Banking,TCS,Ransomware,7,High,Email Server,IBM QRadar,Finance Manager,22.14,392,277,9726868,9022,Password Reset,Resolved,State Cyber Crime Cell,0.7,0.9725884700385276,0.2933155080213904,0.9021412847708625,0.9220338983050848,0.73
8868,2025-03-09 04:08:42,Maharashtra,Mumbai,Healthcare,Reliance Retail,DDoS,1,Medium,ATM Network,Microsoft Sentinel,Finance Manager,23.51,438,173,7264986,6915,Password Reset,Recovered,Internal SOC,0.1,0.7251443426254296,0.3116310160427808,0.691314788873324,0.5694915254237288,0.4
8869,2025-04-09 14:50:27,Gujarat,Ahmedabad,Healthcare,Reliance Retail,Data Breach,1,Medium,Database Server,SentinelOne,Database Administrator,16.36,181,202,1318474,5458,Network Isolation,Mitigated,State Cyber Crime Cell,0.1,0.12745953360878476,0.21604278074866312,0.5455273163898339,0.6677966101694915,0.23
8870,2024-01-29 14:29:43,Karnataka,Bengaluru,Energy,HDFC Bank,Phishing,8,High,Database Server,Sophos Intercept X,System Administrator,31.57,676,29,3236213,509,Endpoint Isolation,Resolved,NCIIPC,0.8,0.3202117668437924,0.41938502673796796,0.05033019811887132,0.08135593220338982,0.46
8871,2025-04-14 12:17:23,Karnataka,Bengaluru,Education,NIC,Business Email Compromise,8,High,VPN Gateway,Cisco Secure Endpoint,Employee,40.98,357,260,430624,3859,Firewall Rules Updated,Ongoing Investigation,Internal SOC,0.8,0.038221597540476444,0.545187165775401,0.3855313187912748,0.864406779661017,0.52
8872,2024-12-14 00:09:16,West Bengal,Siliguri,Education,Wipro,Data Breach,6,High,Payment Gateway,Sophos Intercept X,HR Executive,15.66,504,249,7468078,5735,Threat Hunting,Recovered,CERT-In,0.6,0.7455571498698795,0.20668449197860964,0.5732439463678207,0.8271186440677966,0.58
8873,2025-01-05 17:24:48,West Bengal,Kolkata,Manufacturing,Reliance Retail,Ransomware,3,High,Web Application,Splunk Enterprise Security,Database Administrator,56.14,684,193,5508037,7037,Backup Restored,Recovered,State Cyber Crime Cell,0.3,0.5485531362985971,0.7478609625668449,0.7035221132679608,0.6372881355932203,0.53
8874,2025-03-17 03:53:19,Telangana,Nizamabad,Banking,LIC,SQL Injection,1,Medium,Cloud Infrastructure,CrowdStrike Falcon,Database Administrator,28.26,196,113,8227894,7731,Patch Applied,Ongoing Investigation,CERT-In,0.1,0.8219263694809374,0.37513368983957224,0.7729637782669602,0.36610169491525424,0.43
8875,2024-04-13 00:02:25,Telangana,Nizamabad,Education,SBI,SQL Injection,1,Medium,File Server,SentinelOne,Security Analyst,30.63,233,184,9282858,5804,Backup Restored,Resolved,State Cyber Crime Cell,0.1,0.9279609586416817,0.40681818181818186,0.580148088853312,0.6067796610169491,0.47
8876,2024-09-19 10:28:22,Odisha,Cuttack,Insurance,SBI,Business Email Compromise,6,High,Database Server,Fortinet FortiGate,Finance Manager,16.23,594,118,4151132,1869,Backup Restored,Recovered,CERT-In,0.6,0.41217041214387745,0.21430481283422462,0.18641184710826497,0.38305084745762713,0.41
8877,2025-12-09 16:55:53,Gujarat,Surat,Insurance,Infosys,Phishing,4,High,ATM Network,Splunk Enterprise Security,Employee,21.67,509,144,3179787,6268,Patch Applied,Recovered,State Cyber Crime Cell,0.4,0.3145403811586086,0.2870320855614974,0.6265759455673404,0.4711864406779661,0.39
8878,2025-02-25 00:54:37,Andhra Pradesh,Kakinada,IT Services,ICICI Bank,Brute Force,6,High,VPN Gateway,Sophos Intercept X,HR Executive,62.65,675,212,9106414,9290,Backup Restored,Contained,CERT-In,0.6,0.9102265458561475,0.8348930481283422,0.9289573744246548,0.7016949152542373,0.77
8879,2024-02-26 00:19:43,Andhra Pradesh,Kakinada,Energy,SBI,DDoS,9,High,Email Server,Fortinet FortiGate,Employee,74.96,509,198,2783656,1380,MFA Enabled,Resolved,Internal SOC,0.9,0.274725195200761,0.9994652406417112,0.1374824894936962,0.6542372881355932,0.66
8880,2024-08-13 01:41:13,Odisha,Bhubaneswar,Government,NIC,Phishing,1,Medium,Cloud Infrastructure,Sophos Intercept X,Finance Manager,28.57,258,257,8818975,9325,Network Isolation,Contained,Internal SOC,0.1,0.8813360090475216,0.3792780748663102,0.9324594756854112,0.8542372881355932,0.51
8881,2024-10-17 03:16:02,Andhra Pradesh,Visakhapatnam,IT Services,SBI,Credential Theft,2,Medium,VPN Gateway,IBM QRadar,Network Engineer,37.85,231,116,9534712,3062,Password Reset,Contained,CERT-In,0.2,0.953274841786974,0.5033422459893048,0.3057834700820492,0.376271186440678,0.48
8882,2025-11-16 01:44:28,Delhi,New Delhi,IT Services,Apollo Hospitals,Insider Threat,7,High,Payment Gateway,SentinelOne,Finance Manager,8.14,277,159,9263583,5423,Password Reset,Ongoing Investigation,NCIIPC,0.7,0.9260236255136571,0.10614973262032086,0.5420252151290774,0.5220338983050847,0.6
8883,2025-07-08 06:44:19,Andhra Pradesh,Visakhapatnam,Education,Reliance Retail,Malware,7,High,Payment Gateway,Sophos Intercept X,Network Engineer,55.09,292,202,9085153,7446,Patch Applied,Mitigated,Internal SOC,0.7,0.9080895995715855,0.7338235294117648,0.7444466680008005,0.6677966101694915,0.76
8884,2025-08-25 14:33:43,Tamil Nadu,Coimbatore,Banking,Wipro,XSS,5,High,Database Server,Palo Alto Cortex XDR,Employee,74.63,302,205,2058465,6741,Endpoint Isolation,Ongoing Investigation,State Cyber Crime Cell,0.5,0.20183613950969542,0.9950534759358288,0.6739043426055633,0.6779661016949152,0.56
8885,2024-06-27 02:10:20,Karnataka,Bengaluru,Manufacturing,SBI,Ransomware,9,High,HRMS,SentinelOne,Finance Manager,62.0,469,189,1834133,7152,Endpoint Isolation,Recovered,State Cyber Crime Cell,0.9,0.17928849669381916,0.8262032085561497,0.7150290174104462,0.6237288135593221,0.66
8886,2024-02-18 04:14:48,Andhra Pradesh,Visakhapatnam,Banking,BSNL,Business Email Compromise,10,High,Cloud Infrastructure,Splunk Enterprise Security,Database Administrator,13.74,125,187,7757317,558,Threat Hunting,Contained,CERT-In,1.0,0.7746286049472704,0.18101604278074868,0.05523313988393036,0.6169491525423729,0.65
8887,2024-04-17 16:22:26,Telangana,Nizamabad,Insurance,Tech Mahindra,Business Email Compromise,1,Medium,File Server,Sophos Intercept X,Network Engineer,14.87,620,7,8144157,8361,Backup Restored,Resolved,CERT-In,0.1,0.813509951107843,0.19612299465240643,0.8360016009605763,0.006779661016949152,0.36
8888,2025-07-19 01:00:08,West Bengal,Siliguri,Manufacturing,LIC,Brute Force,10,High,HRMS,Fortinet FortiGate,Employee,6.35,39,72,8859008,2492,Network Isolation,Contained,CERT-In,1.0,0.8853597318550033,0.08221925133689839,0.24874924954972985,0.2271186440677966,0.64
8889,2025-09-29 13:19:46,West Bengal,Siliguri,Energy,NPCI,Ransomware,3,Medium,Payment Gateway,Splunk Enterprise Security,Finance Manager,8.73,328,122,5381388,2914,Endpoint Isolation,Mitigated,NCIIPC,0.3,0.5358236263981464,0.11403743315508023,0.29097458475085053,0.39661016949152544,0.33
8890,2025-05-16 22:07:35,Tamil Nadu,Chennai,Manufacturing,SBI,Business Email Compromise,7,High,File Server,Fortinet FortiGate,Employee,6.45,302,69,2716538,4836,Network Isolation,Ongoing Investigation,NCIIPC,0.7,0.2679791549991135,0.08355614973262032,0.4832899739843906,0.21694915254237288,0.4
8891,2024-03-10 10:45:55,West Bengal,Kolkata,Healthcare,NIC,Business Email Compromise,1,Medium,Cloud Infrastructure,IBM QRadar,Database Administrator,36.98,264,27,5606599,5245,Password Reset,Mitigated,State Cyber Crime Cell,0.1,0.5584596176352695,0.491711229946524,0.5242145287172303,0.07457627118644068,0.33
8892,2024-12-24 02:24:02,Karnataka,Mangaluru,Manufacturing,LIC,XSS,2,High,ERP System,SentinelOne,System Administrator,66.09,380,152,4364903,2247,Password Reset,Recovered,NCIIPC,0.2,0.43365656727285007,0.8808823529411766,0.22423454072443466,0.49830508474576274,0.43
8893,2025-04-24 01:15:51,Delhi,New Delhi,Education,LIC,Malware,4,High,HRMS,Sophos Intercept X,Employee,66.97,709,167,1966483,3605,Firewall Rules Updated,Resolved,State Cyber Crime Cell,0.4,0.19259101495550818,0.8926470588235293,0.36011606964178505,0.5491525423728814,0.46
